[I 241226 12:55:42 websocket_listener:48] WebSocket connection opened
[I 241226 12:55:42 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735197944000, 'last_traded_price': 2374820, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:37 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:37 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198119000, 'last_traded_price': 2374685, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:37 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder. Error: Quantity is invalid. It should be in multiples of lot size.. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'tradingsymbol': 'NIFTY26DEC2425000CE', 'symboltoken': '71362', 'transactiontype': 'BUY', 'exchange': 'NFO', 'ordertype': 'LIMIT', 'producttype': 'INTRADAY', 'duration': 'DAY', 'price': np.float64(23769.984375), 'quantity': 1}, Response: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[E 241226 12:58:37 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:38 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198120000, 'last_traded_price': 2374670, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:38 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder. Error: Quantity is invalid. It should be in multiples of lot size.. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'tradingsymbol': 'NIFTY26DEC2425000CE', 'symboltoken': '71362', 'transactiontype': 'BUY', 'exchange': 'NFO', 'ordertype': 'LIMIT', 'producttype': 'INTRADAY', 'duration': 'DAY', 'price': np.float64(23769.984375), 'quantity': 1}, Response: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[E 241226 12:58:38 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:38 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198120000, 'last_traded_price': 2374685, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:38 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder. Error: Quantity is invalid. It should be in multiples of lot size.. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'tradingsymbol': 'NIFTY26DEC2425000CE', 'symboltoken': '71362', 'transactiontype': 'BUY', 'exchange': 'NFO', 'ordertype': 'LIMIT', 'producttype': 'INTRADAY', 'duration': 'DAY', 'price': np.float64(23769.984375), 'quantity': 1}, Response: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[E 241226 12:58:38 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:39 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198121000, 'last_traded_price': 2374615, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:39 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder. Error: Quantity is invalid. It should be in multiples of lot size.. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'tradingsymbol': 'NIFTY26DEC2425000CE', 'symboltoken': '71362', 'transactiontype': 'BUY', 'exchange': 'NFO', 'ordertype': 'LIMIT', 'producttype': 'INTRADAY', 'duration': 'DAY', 'price': np.float64(23769.984375), 'quantity': 1}, Response: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[E 241226 12:58:39 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:39 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198121000, 'last_traded_price': 2374680, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:39 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder. Error: Quantity is invalid. It should be in multiples of lot size.. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'tradingsymbol': 'NIFTY26DEC2425000CE', 'symboltoken': '71362', 'transactiontype': 'BUY', 'exchange': 'NFO', 'ordertype': 'LIMIT', 'producttype': 'INTRADAY', 'duration': 'DAY', 'price': np.float64(23769.984375), 'quantity': 1}, Response: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[E 241226 12:58:40 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:40 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198122000, 'last_traded_price': 2374650, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:40 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder. Error: Quantity is invalid. It should be in multiples of lot size.. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'tradingsymbol': 'NIFTY26DEC2425000CE', 'symboltoken': '71362', 'transactiontype': 'BUY', 'exchange': 'NFO', 'ordertype': 'LIMIT', 'producttype': 'INTRADAY', 'duration': 'DAY', 'price': np.float64(23769.984375), 'quantity': 1}, Response: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[E 241226 12:58:40 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:40 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198122000, 'last_traded_price': 2374760, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:40 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder. Error: Quantity is invalid. It should be in multiples of lot size.. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'tradingsymbol': 'NIFTY26DEC2425000CE', 'symboltoken': '71362', 'transactiontype': 'BUY', 'exchange': 'NFO', 'ordertype': 'LIMIT', 'producttype': 'INTRADAY', 'duration': 'DAY', 'price': np.float64(23769.984375), 'quantity': 1}, Response: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[E 241226 12:58:40 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:41 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198123000, 'last_traded_price': 2374860, 'subscription_mode_val': 'LTP'}
[E 241226 12:58:41 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder. Error: Quantity is invalid. It should be in multiples of lot size.. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/placeOrder, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'variety': 'NORMAL', 'tradingsymbol': 'NIFTY26DEC2425000CE', 'symboltoken': '71362', 'transactiontype': 'BUY', 'exchange': 'NFO', 'ordertype': 'LIMIT', 'producttype': 'INTRADAY', 'duration': 'DAY', 'price': np.float64(23769.984375), 'quantity': 1}, Response: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[E 241226 12:58:41 smartConnect:339] API request failed: {'message': 'Quantity is invalid. It should be in multiples of lot size.', 'errorcode': 'AB4014', 'status': False, 'data': None}
[I 241226 12:58:41 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198123000, 'last_traded_price': 2374855, 'subscription_mode_val': 'LTP'}
[I 241226 13:01:55 websocket_listener:48] WebSocket connection opened
[E 241226 13:01:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926000', 'interval': 'FIVE_MINUTE', 'fromdate': '2024-12-26 09:00', 'todate': '2024-12-26 10:00'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[I 241226 13:02:55 websocket_listener:48] WebSocket connection opened
[I 241226 13:02:55 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198377000, 'last_traded_price': 2374980, 'subscription_mode_val': 'LTP'}
[I 241226 13:02:55 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198377000, 'last_traded_price': 2374945, 'subscription_mode_val': 'LTP'}
[E 241226 13:02:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:02:56 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198378000, 'last_traded_price': 2374930, 'subscription_mode_val': 'LTP'}
[E 241226 13:02:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:02:56 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198378000, 'last_traded_price': 2374950, 'subscription_mode_val': 'LTP'}
[I 241226 13:02:57 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198379000, 'last_traded_price': 2375010, 'subscription_mode_val': 'LTP'}
[E 241226 13:02:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:02:57 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198379000, 'last_traded_price': 2374950, 'subscription_mode_val': 'LTP'}
[I 241226 13:02:58 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198380000, 'last_traded_price': 2374910, 'subscription_mode_val': 'LTP'}
[E 241226 13:02:58 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:02:58 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198380000, 'last_traded_price': 2375015, 'subscription_mode_val': 'LTP'}
[I 241226 13:02:59 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198381000, 'last_traded_price': 2374655, 'subscription_mode_val': 'LTP'}
[E 241226 13:02:59 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:02:59 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198381000, 'last_traded_price': 2374965, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:00 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198382000, 'last_traded_price': 2374975, 'subscription_mode_val': 'LTP'}
[E 241226 13:03:00 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:03:00 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198382000, 'last_traded_price': 2375005, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:01 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198383000, 'last_traded_price': 2375045, 'subscription_mode_val': 'LTP'}
[E 241226 13:03:01 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:03:01 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198383000, 'last_traded_price': 2375010, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:02 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198384000, 'last_traded_price': 2374860, 'subscription_mode_val': 'LTP'}
[E 241226 13:03:02 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:03:02 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198384000, 'last_traded_price': 2374955, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:03 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198385000, 'last_traded_price': 2374950, 'subscription_mode_val': 'LTP'}
[E 241226 13:03:03 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:03:03 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198385000, 'last_traded_price': 2374950, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:04 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198386000, 'last_traded_price': 2374965, 'subscription_mode_val': 'LTP'}
[E 241226 13:03:04 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:03:04 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198386000, 'last_traded_price': 2375080, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:05 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198387000, 'last_traded_price': 2375010, 'subscription_mode_val': 'LTP'}
[E 241226 13:03:05 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:03:05 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198387000, 'last_traded_price': 2375065, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:06 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198388000, 'last_traded_price': 2375035, 'subscription_mode_val': 'LTP'}
[E 241226 13:03:06 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:03:06 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198388000, 'last_traded_price': 2375065, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:07 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198389000, 'last_traded_price': 2374930, 'subscription_mode_val': 'LTP'}
[I 241226 13:03:07 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735198389000, 'last_traded_price': 2374935, 'subscription_mode_val': 'LTP'}
[E 241226 13:03:08 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000582275'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
